;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
52;0,022339;0,024596;0,023826;0,023762;0,024089;0,024826;0,024833;0,023076;0,024685;0,023685;0,024871;0,025121;0,025775;0,023634;0,02325;0,024935;0,02591;0,024435;0,02407;0,023859;0,024102;0,029948;0,023057;0,023044;0,025358;0,024435;0,024673;0,025711;0,025044;0,026583;0,024897;0,028653;0,025955;0,026012;0,029173;0,024794;0,026442;0,02748;0,027044;0,028269;0,028679;0,027057;0,024288;0,025608;0,025576;0,026999;0,026967;0,030333;0,029403
53;0,022213;0,022396;0,023157;0,023232;0,022522;0,025635;0,023798;0,023018;0,023987;0,023855;0,023138;0,023069;0,025647;0,024188;0,026283;0,024358;0,023496;0,025037;0,026088;0,024345;0,024628;0,025572;0,023584;0,025245;0,02349;0,024779;0,024867;0,025528;0,025037;0,025672;0,023251;0,027333;0,025509;0,028132;0,024993;0,024735;0,02588;0,026333;0,025691;0,027345;0,026106;0,029974;0,026327;0,025918;0,026062;0,024987;0,027484;0,026918;0,025371
54;0,022728;0,023679;0,022611;0,024635;0,023321;0,024123;0,022691;0,023629;0,024672;0,022105;0,025314;0,02387;0,024975;0,023858;0,024049;0,022808;0,022882;0,024382;0,0235;0,024413;0,023395;0,024382;0,024617;0,025043;0,024481;0,02366;0,025679;0,024185;0,025932;0,026833;0,023771;0,025345;0,025537;0,024734;0,024963;0,024901;0,026506;0,024061;0,025901;0,025037;0,024382;0,027283;0,026759;0,027487;0,025882;0,02645;0,02424;0,025308;0,026746
55;0,022187;0,02226;0,022618;0,021691;0,024151;0,021963;0,023048;0,023527;0,023266;0,02346;0,023018;0,023187;0,023878;0,023024;0,023115;0,023272;0,023818;0,02303;0,0232;0,023466;0,025909;0,024151;0,0256;0,027212;0,025551;0,024151;0,023787;0,024066;0,027903;0,026527;0,024393;0,026296;0,02663;0,025163;0,024909;0,024412;0,024733;0,024763;0,023575;0,025763;0,026533;0,02643;0,025727;0,023794;0,027636;0,028284;0,02546;0,025133;0,02509
56;0,021303;0,022285;0,022517;0,021601;0,022166;0,021577;0,023065;0,022262;0,022107;0,023607;0,021821;0,02169;0,022565;0,022142;0,02275;0,022333;0,024857;0,022726;0,024464;0,023202;0,022452;0,023904;0,021357;0,02244;0,022678;0,022053;0,024333;0,023761;0,026029;0,025256;0,026428;0,024256;0,023327;0,023744;0,024601;0,023488;0,024833;0,028244;0,02366;0,022077;0,023791;0,025815;0,02372;0,025488;0,022976;0,027636;0,02344;0,02494;0,024196
57;0,021485;0,021818;0,021064;0,021801;0,023263;0,021497;0,020953;0,021871;0,022222;0,022608;0,022538;0,023678;0,020906;0,022824;0,022087;0,022374;0,020503;0,023333;0,021818;0,022485;0,0259;0,023906;0,022403;0,021719;0,025847;0,021994;0,022257;0,02231;0,023497;0,023064;0,02252;0,025298;0,02369;0,02445;0,023549;0,025228;0,025415;0,022286;0,024087;0,025596;0,024491;0,025117;0,022614;0,025204;0,026339;0,025561;0,021941;0,025479;0,022602
58;0,021425;0,02031;0,020873;0,02135;0,021005;0,021873;0,021827;0,021138;0,021201;0,020034;0,02189;0,021402;0,02254;0,021678;0,022379;0,023626;0,020977;0,022436;0,021758;0,020758;0,021287;0,022626;0,02354;0,021413;0,02408;0,023017;0,023471;0,02489;0,023224;0,02235;0,021919;0,022684;0,023408;0,024166;0,024189;0,02435;0,022948;0,023356;0,025615;0,025063;0,022494;0,023166;0,025247;0,025718;0,024804;0,023178;0,024534;0,023965;0,023873
59;0,020192;0,020339;0,019587;0,02196;0,021644;0,020378;0,020226;0,021796;0,020305;0,021502;0,020276;0,020265;0,021881;0,020966;0,021158;0,021367;0,021565;0,022011;0,021113;0,022118;0,02161;0,022723;0,024124;0,022921;0,021762;0,021113;0,023519;0,022598;0,024542;0,02296;0,022937;0,023723;0,02444;0,024322;0,02335;0,025231;0,021994;0,023423;0,022943;0,023909;0,023395;0,023666;0,022039;0,025011;0,024915;0,023695;0,024853;0,027954;0,023418
60;0,01955;0,020016;0,019444;0,019944;0,020866;0,019522;0,021427;0,0207;0,020611;0,022411;0,0205;0,022105;0,020027;0,021283;0,021022;0,020394;0,021833;0,022533;0,021961;0,021377;0,021277;0,020122;0,020766;0,022927;0,021477;0,0206;0,022855;0,021561;0,022366;0,02065;0,02205;0,022283;0,022011;0,02405;0,024838;0,025227;0,022127;0,022072;0,02375;0,025577;0,023433;0,022683;0,023533;0,023016;0,0229;0,022805;0,023194;0,023983;0,025266
61;0,019918;0,019989;0,019404;0,019792;0,019464;0,020349;0,021229;0,020027;0,023617;0,020388;0,020634;0,021338;0,020847;0,021628;0,020781;0,021972;0,020103;0,020808;0,022278;0,020431;0,020147;0,021278;0,021972;0,02083;0,020519;0,020497;0,023224;0,021481;0,020885;0,023027;0,02247;0,021191;0,022235;0,021994;0,021694;0,021617;0,021792;0,023306;0,022694;0,021661;0,023459;0,023994;0,02459;0,024114;0,026114;0,024623;0,022759;0,022399;0,023125
62;0,01972;0,01893;0,019161;0,01901;0,019887;0,019398;0,02107;0,019914;0,019828;0,020473;0,020344;0,020091;0,019596;0,021398;0,020725;0,019505;0,019962;0,019559;0,020489;0,02101;0,021833;0,020892;0,021629;0,020785;0,020709;0,020978;0,022639;0,021693;0,022086;0,022591;0,02243;0,02251;0,019387;0,021177;0,020876;0,020994;0,021725;0,023311;0,021801;0,023473;0,022317;0,024075;0,023091;0,022747;0,021941;0,021344;0,022537;0,024338;0,022306
63;0,018735;0,019751;0,018624;0,019317;0,019307;0,019195;0,020291;0,019084;0,019449;0,019439;0,019989;0,020291;0,019365;0,021105;0,02073;0,020624;0,019592;0,020656;0,020486;0,020365;0,022809;0,021169;0,020714;0,021243;0,021873;0,020529;0,020259;0,02027;0,019957;0,02101;0,022238;0,02209;0,023687;0,021174;0,021169;0,022598;0,023481;0,022275;0,021926;0,021846;0,020682;0,022529;0,020788;0,022158;0,022285;0,021068;0,025904;0,021455;0,020137
64;0,018724;0,019885;0,019427;0,019031;0,019474;0,018828;0,019229;0,019114;0,019146;0,019187;0,019765;0,01901;0,019088;0,020166;0,020151;0,020427;0,019396;0,019333;0,020375;0,019328;0,020432;0,021989;0,020317;0,020666;0,019984;0,019687;0,018942;0,020239;0,019588;0,019328;0,021755;0,023948;0,021875;0,021677;0,023104;0,020875;0,021125;0,023739;0,02001;0,021859;0,022734;0,022578;0,021692;0,025604;0,021531;0,020552;0,021781;0,026036;0,023994
65;0,020584;0,018538;0,019277;0,021328;0,019348;0,018923;0,018297;0,019615;0,019569;0,018492;0,019769;0,019774;0,019297;0,019513;0,020369;0,018487;0,018918;0,019825;0,021677;0,019266;0,01962;0,019666;0,019682;0,019333;0,01963;0,020261;0,021754;0,02061;0,020092;0,020841;0,02102;0,019395;0,020405;0,0204;0,023697;0,020466;0,021477;0,021779;0,021836;0,021164;0,020282;0,021718;0,021251;0,021395;0,019825;0,021087;0,021123;0,021195;0,021984
66;0,018025;0,01907;0,017949;0,019661;0,018884;0,017848;0,018702;0,017974;0,018394;0,020626;0,01854;0,020075;0,018944;0,018969;0,019176;0,018394;0,019045;0,019591;0,019535;0,020904;0,018777;0,018384;0,019717;0,020616;0,020828;0,020409;0,019939;0,020873;0,019126;0,020924;0,019182;0,020878;0,019247;0,019464;0,019262;0,020969;0,02149;0,019944;0,021479;0,022075;0,022495;0,020838;0,020974;0,023399;0,020823;0,021328;0,020161;0,020853;0,0205
67;0,017965;0,017542;0,018512;0,019552;0,017965;0,017482;0,019547;0,018935;0,018671;0,018472;0,019114;0,019831;0,018134;0,018522;0,019567;0,02102;0,018308;0,020243;0,019258;0,020612;0,019054;0,019348;0,019592;0,018826;0,020567;0,019905;0,019721;0,020477;0,02103;0,020393;0,020333;0,019134;0,019293;0,020383;0,018826;0,020965;0,020502;0,020875;0,020005;0,020084;0,024094;0,020836;0,020313;0,020403;0,020512;0,021129;0,020552;0,021835;0,022641
68;0,017603;0,017975;0,017603;0,017706;0,018446;0,02023;0,018544;0,017103;0,017706;0,018117;0,01751;0,018514;0,019843;0,019088;0,01949;0,018235;0,019804;0,018014;0,017603;0,019657;0,019769;0,019063;0,019617;0,018774;0,019941;0,020049;0,018593;0,01901;0,019475;0,01851;0,019784;0,0195;0,019681;0,019921;0,019166;0,021799;0,019348;0,019921;0,021333;0,020995;0,020299;0,018858;0,020505;0,020181;0,020706;0,01976;0,019127;0,020666;0,020505
69;0,018106;0,017096;0,017372;0,017169;0,018647;0,017111;0,01786;0,020169;0,018459;0,018024;0,017811;0,018246;0,017729;0,0177;0,018096;0,018782;0,01872;0,01886;0,01872;0,01884;0,018657;0,017;0,018913;0,020048;0,018488;0,018459;0,01871;0,019521;0,01928;0,019198;0,020178;0,019425;0,020517;0,019473;0,019579;0,01913;0,019662;0,021261;0,020314;0,020797;0,018715;0,019241;0,021029;0,020009;0,020367;0,020478;0,020434;0,02129;0,020091
70;0,016847;0,017319;0,016747;0,017324;0,018062;0,0181;0,017333;0,01689;0,0179;0,016895;0,017638;0,017281;0,018009;0,017976;0,017728;0,018657;0,018714;0,019585;0,019628;0,01819;0,017919;0,018276;0,020147;0,018262;0,019019;0,018476;0,019228;0,020562;0,018781;0,019214;0,018762;0,018933;0,020338;0,018824;0,019252;0,018614;0,019124;0,022909;0,020495;0,018624;0,019738;0,018781;0,019333;0,021923;0,021009;0,019133;0,022066;0,020781;0,017866
71;0,01622;0,016648;0,016573;0,016587;0,017709;0,016803;0,018873;0,017216;0,018183;0,017375;0,01723;0,018502;0,017319;0,018737;0,017887;0,017615;0,018122;0,018267;0,017803;0,018249;0,019333;0,01761;0,01769;0,017835;0,018399;0,018713;0,01915;0,019413;0,019037;0,018145;0,017882;0,020765;0,018972;0,01792;0,018751;0,01938;0,018558;0,018601;0,020385;0,017887;0,018352;0,018192;0,019835;0,018835;0,020995;0,01984;0,019333;0,01915;0,018849
72;0,01669;0,017213;0,017199;0,016602;0,01637;0,017653;0,016555;0,017282;0,016745;0,017143;0,016541;0,018088;0,017111;0,017217;0,018634;0,017898;0,017088;0,016852;0,018055;0,017903;0,017185;0,017541;0,018296;0,01775;0,017949;0,017268;0,018611;0,017185;0,019838;0,017449;0,017773;0,018629;0,019949;0,018926;0,018051;0,018879;0,01874;0,018597;0,018685;0,018713;0,017893;0,020819;0,018092;0,020444;0,018782;0,018231;0,02143;0,020565;0,019958
73;0,017018;0,017283;0,017224;0,017379;0,016895;0,01694;0,016073;0,017644;0,017141;0,018785;0,017488;0,016557;0,01821;0,018374;0,016822;0,017461;0,017767;0,017666;0,018169;0,017936;0,017717;0,018625;0,017123;0,017621;0,018018;0,018698;0,017543;0,017895;0,019041;0,017986;0,019319;0,017959;0,01836;0,018913;0,019502;0,017749;0,018173;0,018461;0,018552;0,018726;0,019132;0,01816;0,019411;0,02021;0,019274;0,018758;0,017639;0,019822;0,017374
74;0,015883;0,016184;0,016338;0,015982;0,017342;0,016423;0,01672;0,016405;0,015991;0,017162;0,016743;0,017004;0,016446;0,016324;0,01777;0,018851;0,017738;0,017117;0,017329;0,017009;0,017558;0,017117;0,016932;0,016833;0,016892;0,018626;0,019518;0,016824;0,017103;0,017365;0,017603;0,021;0,018189;0,018112;0,017468;0,01895;0,019576;0,017275;0,017734;0,017099;0,019202;0,018234;0,018567;0,017009;0,017761;0,018833;0,018734;0,018563;0,01813
75;0,016218;0,016466;0,016333;0,015435;0,016782;0,01744;0,016471;0,017342;0,016444;0,017129;0,017253;0,016129;0,015866;0,017982;0,017178;0,016338;0,01672;0,017946;0,017791;0,017995;0,018066;0,016062;0,017515;0,020075;0,018475;0,017053;0,017444;0,016649;0,018924;0,016835;0,018671;0,017555;0,019875;0,017209;0,018489;0,016898;0,020609;0,017204;0,018093;0,01824;0,018569;0,020053;0,017435;0,017631;0,01872;0,018675;0,017484;0,017609;0,019391
76;0,016289;0,015188;0,015956;0,015618;0,016403;0,016123;0,016035;0,016272;0,016509;0,016193;0,016425;0,01571;0,016548;0,016035;0,016482;0,016934;0,016338;0,017688;0,017952;0,015693;0,015908;0,016482;0,017596;0,017434;0,017513;0,016671;0,01732;0,016373;0,017495;0,017329;0,01739;0,01664;0,017241;0,01768;0,018605;0,018592;0,017421;0,018855;0,017355;0,017956;0,018267;0,019403;0,018123;0,017285;0,019316;0,019557;0,019175;0,016956;0,01982
77;0,014913;0,016091;0,016013;0,017138;0,015831;0,016688;0,015576;0,01571;0,01542;0,016861;0,016515;0,016247;0,015809;0,016632;0,016199;0,016913;0,016524;0,016801;0,017065;0,016008;0,01726;0,016926;0,016342;0,016385;0,017221;0,015853;0,01784;0,01645;0,018783;0,017381;0,01858;0,017238;0,016757;0,017991;0,017779;0,016814;0,020177;0,016316;0,018762;0,0179;0,017385;0,017173;0,018177;0,016658;0,016602;0,020008;0,018394;0,019571;0,018225
78;0,015137;0,014914;0,015662;0,015363;0,016141;0,015538;0,016376;0,017025;0,015769;0,015021;0,01559;0,0155;0,015931;0,017081;0,016666;0,015329;0,017948;0,016829;0,015543;0,01632;0,016457;0,016675;0,016496;0,017615;0,015637;0,016765;0,01838;0,017547;0,017025;0,017329;0,017008;0,016568;0,016731;0,017525;0,019675;0,016825;0,017337;0,018273;0,017568;0,016863;0,017585;0,017927;0,017406;0,01744;0,015914;0,017641;0,017602;0,019679;0,019154
79;0,015671;0,01562;0,014894;0,014869;0,015633;0,015236;0,015169;0,016181;0,015274;0,016371;0,01554;0,015202;0,015396;0,015304;0,015299;0,015249;0,01719;0,01608;0,017337;0,015882;0,015886;0,016755;0,017021;0,016017;0,016633;0,01646;0,017966;0,016236;0,018109;0,016586;0,016342;0,015789;0,018109;0,016396;0,017565;0,016637;0,01673;0,016342;0,016354;0,017806;0,017662;0,017844;0,017434;0,018852;0,018565;0,017768;0,016599;0,016637;0,017029
80;0,015416;0,016358;0,014958;0,015254;0,014791;0,016079;0,015921;0,015379;0,015062;0,015458;0,015946;0,015179;0,014766;0,016904;0,015716;0,015383;0,015908;0,015354;0,016216;0,0153;0,016266;0,015925;0,01655;0,015683;0,016191;0,017291;0,017171;0,016521;0,015533;0,018962;0,01765;0,015991;0,016841;0,016371;0,015883;0,015441;0,016679;0,016691;0,015654;0,016271;0,017771;0,017571;0,016946;0,016779;0,017654;0,016812;0,017516;0,016079;0,017304
81;0,014963;0,015074;0,015979;0,016173;0,014671;0,014522;0,015498;0,015843;0,015053;0,016066;0,016304;0,015811;0,016049;0,01614;0,015345;0,016094;0,015691;0,015946;0,01465;0,015284;0,016629;0,015827;0,016403;0,016358;0,016979;0,017238;0,016136;0,01565;0,015428;0,017424;0,017728;0,017547;0,015811;0,01649;0,015802;0,016452;0,017843;0,016008;0,016144;0,017683;0,016436;0,016691;0,016769;0,018131;0,016786;0,017671;0,016148;0,01844;0,015514
82;0,014256;0,015191;0,015597;0,014069;0,014756;0,014431;0,015455;0,014666;0,01528;0,014585;0,015061;0,016585;0,014772;0,014642;0,016406;0,015313;0,016882;0,01576;0,015272;0,015207;0,014585;0,01565;0,015532;0,015695;0,016862;0,015451;0,015223;0,015662;0,01839;0,015654;0,015463;0,015963;0,015479;0,016687;0,018032;0,016512;0,016431;0,017329;0,01689;0,016004;0,016756;0,016671;0,016232;0,015967;0,017065;0,016618;0,017605;0,017264;0,017906
83;0,015707;0,014807;0,015092;0,015321;0,015128;0,014353;0,014964;0,015285;0,014711;0,014936;0,014771;0,015369;0,014727;0,014899;0,015924;0,015245;0,015084;0,016417;0,015297;0,014895;0,015707;0,015446;0,014972;0,015658;0,0161;0,01504;0,016771;0,015679;0,016341;0,017442;0,016349;0,016221;0,016189;0,01651;0,016136;0,016185;0,016345;0,016172;0,017815;0,015638;0,017249;0,016373;0,016875;0,016008;0,016261;0,015566;0,016084;0,016674;0,015964
84;0,014174;0,014416;0,014397;0,01517;0,014734;0,014516;0,014659;0,01494;0,014401;0,014647;0,014242;0,015;0,014389;0,015317;0,015071;0,015079;0,015305;0,015155;0,015214;0,015258;0,014841;0,015686;0,016266;0,017329;0,015718;0,015182;0,015214;0,016119;0,015083;0,01592;0,014869;0,016409;0,015393;0,01592;0,015337;0,015599;0,017361;0,015976;0,01675;0,016936;0,01719;0,017817;0,017742;0,016063;0,016901;0,016087;0,017293;0,015444;0,017194
85;0,014298;0,013353;0,014423;0,01487;0,014141;0,014165;0,014317;0,014725;0,014114;0,014643;0,014055;0,015282;0,013976;0,014353;0,014047;0,014529;0,015094;0,015514;0,015231;0,015847;0,015047;0,014584;0,017157;0,015757;0,015306;0,01458;0,015223;0,016251;0,015612;0,015055;0,015494;0,017996;0,015416;0,015557;0,016823;0,017094;0,01571;0,017012;0,01527;0,017078;0,016388;0,01587;0,016349;0,016482;0,016019;0,016635;0,016172;0,016204;0,017427
86;0,013934;0,014267;0,014891;0,014039;0,014085;0,014488;0,014279;0,014151;0,014628;0,014345;0,014236;0,014992;0,01455;0,014046;0,014372;0,014953;0,015116;0,015031;0,01431;0,015632;0,015577;0,015325;0,014527;0,01469;0,016151;0,01557;0,01626;0,015124;0,014872;0,017178;0,01526;0,015089;0,016046;0,01455;0,015256;0,01598;0,016465;0,015186;0,015411;0,015399;0,017275;0,017077;0,015143;0,014302;0,014868;0,015395;0,017426;0,016465;0,016566
87;0,013923;0,013613;0,013866;0,014555;0,013218;0,014728;0,013831;0,014644;0,01467;0,013904;0,014789;0,014575;0,01403;0,014628;0,015134;0,013992;0,014881;0,014184;0,014352;0,014421;0,013889;0,014253;0,015245;0,015739;0,01513;0,01531;0,015042;0,014348;0,015053;0,015766;0,014536;0,014326;0,016348;0,015076;0,015682;0,015483;0,015666;0,015655;0,014778;0,016513;0,016348;0,017544;0,016345;0,01546;0,015498;0,016693;0,016908;0,015643;0,015161
88;0,013568;0,013837;0,013992;0,014644;0,01397;0,013629;0,014704;0,013867;0,015004;0,01386;0,015053;0,014617;0,013814;0,014481;0,013632;0,014898;0,013742;0,015655;0,014909;0,013973;0,014261;0,014852;0,014826;0,015409;0,015371;0,014579;0,014367;0,015557;0,01475;0,014742;0,015413;0,015235;0,015462;0,01478;0,015208;0,016352;0,015735;0,014602;0,01506;0,014689;0,014363;0,017401;0,015829;0,015428;0,015977;0,01547;0,015004;0,017144;0,016413
89;0,013764;0,013348;0,013206;0,012962;0,013476;0,013951;0,014243;0,014078;0,014026;0,014165;0,013779;0,014449;0,01421;0,014045;0,014607;0,013981;0,013813;0,01409;0,013359;0,013865;0,014225;0,014696;0,01476;0,015872;0,014891;0,014153;0,015401;0,016262;0,015281;0,015337;0,015131;0,014558;0,014835;0,015753;0,014914;0,015809;0,014846;0,014813;0,01518;0,015386;0,01473;0,015775;0,015569;0,014648;0,016022;0,015783;0,015857;0,015801;0,014633
90;0,013592;0,013392;0,013859;0,012915;0,013696;0,013115;0,013711;0,013337;0,012811;0,012918;0,0132;0,014681;0,013741;0,013774;0,014063;0,014767;0,013878;0,013867;0,014718;0,014233;0,013611;0,014404;0,014059;0,014515;0,013963;0,014637;0,016215;0,014122;0,014641;0,014481;0,015822;0,014092;0,013948;0,015685;0,014463;0,014159;0,014392;0,015181;0,014829;0,015181;0,015766;0,014004;0,015541;0,015052;0,014863;0,016937;0,015589;0,015915;0,016785
91;0,013524;0,01396;0,012743;0,01348;0,013769;0,01319;0,012967;0,013674;0,013384;0,013868;0,013842;0,01371;0,013725;0,014066;0,013168;0,014004;0,01408;0,01389;0,014256;0,014982;0,013608;0,014073;0,013769;0,014542;0,014579;0,01385;0,014461;0,013762;0,014527;0,014223;0,015417;0,014014;0,014751;0,014535;0,014557;0,014839;0,013762;0,014454;0,014454;0,015593;0,014718;0,016062;0,016381;0,016326;0,014278;0,016099;0,015516;0,014571;0,014699
92;0,012888;0,01296;0,013243;0,012786;0,013109;0,013003;0,013989;0,013427;0,014402;0,013243;0,013344;0,012909;0,013253;0,013855;0,013203;0,013732;0,013525;0,013913;0,013362;0,013982;0,013728;0,014145;0,012873;0,01338;0,014695;0,01463;0,015145;0,013706;0,014152;0,01388;0,014663;0,014587;0,014772;0,013706;0,01396;0,015167;0,014032;0,014174;0,013989;0,014395;0,013779;0,014819;0,015322;0,014413;0,014417;0,015315;0,014695;0,014449;0,014594
93;0,013487;0,013663;0,012806;0,013057;0,013803;0,01386;0,013229;0,013398;0,013624;0,013369;0,013631;0,012925;0,013233;0,013674;0,013555;0,013502;0,014111;0,013563;0,013487;0,013817;0,013649;0,014269;0,013724;0,014942;0,013161;0,013774;0,013272;0,013434;0,013441;0,014215;0,013111;0,014627;0,014029;0,013735;0,015308;0,017261;0,013925;0,013928;0,014774;0,014107;0,014659;0,014763;0,014297;0,01652;0,016462;0,014982;0,014641;0,014398;0,014391
94;0,013475;0,012546;0,012844;0,013518;0,013007;0,012922;0,013344;0,013021;0,012752;0,012603;0,012745;0,013124;0,012755;0,013092;0,013393;0,014667;0,012826;0,014365;0,014195;0,013706;0,014535;0,014432;0,014549;0,013918;0,013936;0,013418;0,01351;0,012986;0,012925;0,013092;0,014067;0,013784;0,013525;0,013103;0,013833;0,013915;0,015237;0,01434;0,014174;0,014461;0,014273;0,015667;0,01594;0,014723;0,015223;0,014447;0,015025;0,015003;0,014635
